compound,score
CCOC(=O)Cc1csc(NC(=O)c2cccs2)n1,1
Cc1ccc(C)c(Cn2c(C(=O)OC(C)C)cc3c2ccn3C)c1,1
Cc1cc(C)c(NC(=O)CC(C)(C)C)c(Cl)c1,0
CCOC(=O)C(=O)NCc1ccc(C=C2C(=O)C(C(=O)OC)=C(C)N2c2ccc(F)cc2)o1,0
CC(C)c1ccc(CN(C(=O)C2COc3ccccc3O2)C2CCS(=O)(=O)C2)cc1,1
COc1ccc(N2CCN(C(=O)C(OC(C)=O)c3ccccc3)CC2)cc1,0
CC1CC(N(C(=O)c2ccc(Cl)cc2)c2ccccc2)c2ccccc2N1C(=O)c1ccco1,1
COc1cc(Br)c(CC(=O)O)cc1OC,0
Cc1c(NC(=O)C2CCCN2S(=O)(=O)c2ccc(Cl)cc2)c(=O)n(-c2ccccc2)n1C,0
CCCCC(=O)Nc1ccc(C(=O)NCC(=O)OC)cc1,0
CCOCCCn1c(=S)[nH]c2cc(C(=O)N3CCN(C)CC3)ccc2c1=O,0
Cc1ccc(C(=O)CC2(O)C(=O)N(CCc3ccccc3)c3ccc(Br)cc32)o1,1
O=C(CC1(O)C(=O)Nc2ccccc21)c1cccnc1,0
COc1nc(Oc2ccc(O)nn2)nc(N2CCOCC2)n1,0
O=C(O)c1cccc(S(=O)(=O)N2CCOCC2)c1,0
CC(NC(=O)CN1C(=O)COc2ccccc21)c1ccccc1,1
COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,1
O=C(Nc1ccc(C=Cc2nc3ccccc3o2)cc1)c1ccc(F)cc1,0
O=C(NC(=S)Nc1ccc(C(=O)N2CCOCC2)cc1)c1ccc([N+](=O)[O-])cc1,0
CCc1nc(SCC(=O)NCc2ccco2)c2c(=O)n(C)c(=O)n(C)c2n1,0
COc1ccc2c(CC(=O)N3CCN(S(=O)(=O)c4cccs4)CC3)coc2c1,1
COc1ccc(C)cc1S(=O)(=O)Nc1ccccc1C,1
CN(C)c1ncc2nc(-c3ccccc3)c(=O)n(-c3ccccc3)c2n1,0
NC(=O)C1(N2CCCCC2)CCN(C(=O)c2ccc(-n3cnnn3)cc2)CC1,0
CCCSc1nc(O)c2cnn(-c3ccc(C)c(C)c3)c2n1,0
COc1ccc(N2C(=O)CC(SC(N)=NN=C(C)c3cccs3)C2=O)cc1,1
CC(C)NC(=NC#N)SCc1ccccc1F,1
O=C(O)c1cc(=O)c2cc(Cl)ccc2o1,0
COc1ccc2cc(CN(CCO)C(=O)c3ccc(Br)cc3)c(O)nc2c1,0
O=CC(Cl)P(=O)(N1CCCCC1)N1CCCCC1,0
Cc1ccc(C2C(C(=O)c3ccco3)=C(O)C(=O)N2c2nnc(C)s2)cc1,0
CCc1nnc(NC(=O)CCC(=O)NCC2CCCO2)s1,0
COc1ccc(C(CC(=O)N2CCC3(CC2)OCCO3)NS(=O)(=O)c2ccc(F)cc2)cc1,0
Cc1cc(C(=O)CN2C(=O)NC3(CCCc4ccccc43)C2=O)c(C)n1Cc1cccs1,0
Cc1ccc2nc(NC(=O)CCn3c(=O)sc4ccccc43)sc2c1,0
CCOc1ccc(Br)cc1S(=O)(=O)Nc1ccccc1N1CCOCC1,1
O=C(Nc1nc(-c2ccccn2)cs1)c1ncc(Cl)c(Cl)c1Cl,0
CCOC(=O)NN=C1CC(O)C(O)C2C1CCC1C(=O)N(CC)C(=O)C12,0
Cn1cnnc1SCC(=O)N1CCc2ccccc21,0
Cc1c(CN(C)CCc2ccccc2)c(=O)n(-c2ccccc2)n1C,0
CCCCCC(=O)Nc1ccc(S(=O)(=O)Nc2nccnc2OC)cc1,0
CCCOc1ccc(N2C(=O)C3C(C(C)C)NC4(C(=O)c5ccccc5C4=O)C3C2=O)cc1,0
N#Cc1c(N2CCCCC2)nc(N)c2c(N)nc3c(c12)CC(c1ccccc1)O3,1
COc1cccc(Cn2c(=S)[nH]c3ccc(N4CCOCC4)cc3c2=O)c1,0
CCCc1nc(C(C)(C)O)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,0
CC(C)(C)c1ccc(S(=O)(=O)NCCc2ccncc2)cc1,1
O=C(O)c1ccc2c(c1)C(=O)N(c1n[nH]c(-c3ccccc3)n1)C2=O,0
CN1CCN(C(=O)NC2CCCN2S(=O)(=O)c2ccc(Cl)cc2)CC1,0
Cc1ccc(NC2=NCC(=O)N2Cc2ccc3c(c2)OCO3)cc1,1
CCn1c2ccccc2c2cc(NC(=O)c3ccc(Br)o3)ccc21,1
NC(CCCN1CCCCC1)=NO,0
CC(=O)Nc1ccc(S(=O)(=O)Nc2nc(CN3CCOCC3)nc3sc4c(c23)CCCC4)cc1,0
FC(F)(F)c1cccc(Cn2nnnc2-c2cccc(C(F)(F)F)c2)c1,1
Cc1ccc(C2Nc3ccccc3C(=O)N2Cc2ccco2)cc1,1
Cc1ccc(N(CC(=O)Nc2ccc(S(=O)(=O)N3CCOCC3)cc2)S(C)(=O)=O)cc1C,1
CCN(CC)C(=O)Nc1ccccc1C,0
CC(C)=NOCC(C)C(OCc1ccccc1)C(C)C,0
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,0
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COP(=O)(O)O,0
CSc1ccc(C=NNC(=O)COc2ccc(Cl)cc2Br)cc1,1
CC(=O)NCCN=C(C)c1sc2ccccc2c1O,0
COc1cc(CNC2CCCC2)cc(Cl)c1OCc1ccccc1Cl,1
Nn1c(SCC(=O)Nc2ccc3c(c2)OCO3)nnc1C1CC1,0
O=C(Cc1cccs1)NNC(=S)NCc1ccc(Cl)cc1,1
COc1ccc(C(=O)NC(=S)NNC(=O)Cc2cccs2)cc1,0
CC(=O)C1=C(O)C(=O)N(Cc2ccco2)C1c1ccc(F)cc1,0
CCc1n[nH]c(SCC(=O)Nc2ccnc3ccccc23)n1,0
Fc1ccc(Cn2nnnc2C(c2cccs2)N2CCCCCC2)cc1,1
C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,1
CC(=O)c1cc(F)c(N2CCN(C(=O)C(C)(C)C)CC2)cc1C,0
c1ccc(-c2ccccc2-c2nc(-c3ccncc3)no2)cc1,1
Cc1ccc(CN2C3=NCCCN3c3ccccc32)cc1,0
O=C(CC1(O)C(=O)N(CC=Cc2ccccc2)c2ccccc21)c1ccccn1,1
O=C(Nc1ncc(Cc2cccc(Cl)c2)s1)c1cccs1,1
CC(C)c1nnc(NC(=O)c2cnccn2)s1,0
CCN(CC)CCOc1nc(C)nc2c1oc1ccccc12,0
CSc1ncccc1C(=O)OCC(=O)N(C)C1CCS(=O)(=O)C1,0
Nc1nonc1-c1noc(CCCN2C(=O)c3ccccc3C2=O)n1,1
CCN(CC)C(=O)COc1ccc(CC(=O)O)cc1OC,0
Clc1nc(NCCc2ccccc2)c2ncn(-c3ccccc3)c2n1,1
CC(Nc1nc(O)c2c(ncn2Cc2ccccc2)n1)C(=O)O,0
Cc1ccc(-c2nn(CCC(=O)O)cc2CCC(=O)O)cc1,0
CN(C)c1ncnc2c1N=C1CC(C)(C)CC(NCCCC(=O)O)=C1S2,0
CN(C)CCCN1C(=O)C(O)=C(C(=O)c2ccccc2)C1c1ccccn1,0
O=C(c1ccco1)N1CCC(c2ccccc2)C1,1
CCCCN(C(=O)NC(=O)NC1C2CC3CC(C2)CC1C3)S(C)(=O)=O,0
CCOC(=O)C1CCN(C(=O)CN(c2ccc3c(c2)OCCO3)S(C)(=O)=O)CC1,0
CN(CC(=O)N1CCc2ccccc2C1)S(=O)(=O)c1ccc2c(c1)c(=O)n(C)c(=O)n2C,0
CCOCC(=O)NC1CCSC1=O,0
CCC1=[N+](C)CCn2c(C)ccc21,0
COc1cccc(-c2[nH]nc3c2C(c2ccoc2)C(C#N)=C(N)O3)c1,1
CCN(CC)S(=O)(=O)c1ccc2oc(C(=O)O)c(C)c2c1,0
C=CCn1c(SCC(=O)NCC2CCCO2)nc2scc(-c3ccco3)c2c1=O,1
COc1ccc(S(=O)(=O)N2CCCC(C(=O)NC3CCCCC3)C2)cc1,0
Cc1c(NC(=O)C(C)OC(=O)CC2Sc3ccccc3NC2=O)c(=O)n(-c2ccccc2)n1C,0
CN1CCc2c(sc3c2C(=O)NC(c2ccco2)N3)C1,0
CCCC(Sc1nc(N)nc2nc[nH]c12)C(=O)O,0
O=C(O)CCc1ccc(-c2cccs2)n1NC(=O)c1ccc(O)cc1,0
O=C(NCCN1CCOCC1)c1nn2c(c1Cl)NC(c1ccccc1)CC2C(F)(F)F,0
NC(NC(=O)c1ccccc1)=C1C(=O)CCC1=O,0
CC(C)(C)NC(=O)Cn1ccc(=N)c2ccccc21,0
CC(SCc1ccccc1)C(=O)O,0
CN(C)c1ccc(C=Nc2cc(-c3ccccc3)nn2-c2ccccc2)cc1,0
C=CCn1c(SCc2ccc3nonc3c2)nnc1-c1cccs1,1
CC(C)(C)NC(=O)CSC(=Nc1ccc(F)cc1)NC#N,1
CC(=O)OCc1cc2cccc(C)c2nc1O,0
CC1=C(C)CC(c2ccccc2)C(C(=O)c2ccccc2O)C1,0
O=C(NCc1ccc2c(c1)OCO2)c1cccc([N+](=O)[O-])c1,1
Cc1ccc(-c2[nH]n3c(=O)c4c(nc3c2C)CCCC4)cc1,1
CC1CN(S(=O)(=O)c2cccc3cnccc23)CCN1,0
CCOC(=O)c1c(NC(=O)COC(=O)Cn2cnc3ccccc32)sc(C)c1C,0
COc1cccc(-c2cc(C(=O)NN=Cc3ccc(OC)c(COC(C)=O)c3)c3ccccc3n2)c1,1
CC(C)C1(C)N=C(c2nc3ccccc3cc2C(=O)O)NC1=O,0
O=C1CCCCC1C(Nc1ccc(Cl)cc1)c1ccccc1,1
O=C(CSc1nnc(COc2ccccc2)n1-c1ccccc1)c1ccccc1,1
CC(=O)Nc1ccccc1OC(=O)N(C)C,0
Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,0
CC(=Nc1ccccc1C)C1=C(O)SCC1=O,1
O=C(CSc1nnc(-c2ccncc2)n1Cc1ccco1)OC1CCCCC1,1
O=c1c2ccccc2nc(SCc2nnc(-c3ccccc3)o2)n1-c1ccc(F)cc1F,1
CN(C)Cc1c(O)ccc2c3c(c(=O)oc12)CCCCC3,0
O=S(=O)(c1ccccc1)N1CCC2(CCN(Cc3ccccc3)CC2)CC1,0
COc1ccccc1CN1CCCC2(CCN(C(=O)c3csnn3)CC2)C1,0
CCCCNCc1cc(Br)c(OCC(=O)N2CCOCC2)c(OC)c1,0
CC1CCC2C(=O)NCC(O)CN2C1c1ccc(Br)cc1,1
CCOc1ccc2nc(SC3CC(=O)N(c4ccc(C)cc4)C3=O)sc2c1,0
CCN(CC)CCn1c(=S)[nH]c2ccccc2c1=O,0
CCCN(CCC)CCc1ccc(O)c(O)c1,0
CCc1ccc2nc(NC(=O)c3cc(C)on3)sc2c1,1
CCN(CC)S(=O)(=O)c1cccc(-c2nnc(SCc3nnc(-c4ccccc4)o3)n2C)c1,1
O=S(=O)(NC1CCCCC1)c1ccc(-c2csnn2)s1,1
CC1CCc2nn(CC(=O)NC3CCCC(C)C3C)cc2C1,0
CCCN(CCC)CCNS(=O)(=O)c1ccc2c(c1)oc(=O)n2C,0
CC(C)(C)c1ccc(C(=O)C(=C(S)NCc2ccco2)[n+]2ccccc2)cc1,0
COC(=O)c1ccccc1NC(=O)c1noc2c1CCC2,0
O=C1OC2(CCCCC2)OC(O)=C1C=Nc1nccs1,0
COc1cc(S(=O)(=O)N2CCCCC2)ccc1NC(=O)Cc1ccccc1,0
COc1ccc(N2C(=O)C3CCCN3C2=O)cc1,0
CC(=O)N1CC=C2C(C#N)=C(N)C(C#N)(C#N)C(C)C2C1,0
Cc1ccc(C2C3=C(O)CC(C)(C)CC3=Nc3onc(C)c32)cc1,1
c1ccc(-c2ccnc3nc(-n4cccc4)nn23)cc1,0
Cc1ccc(N(C)C(=O)Oc2cccc3cccnc23)cc1,1
O=C(C=Cc1ccco1)Nc1ccc(Oc2ccccc2)cc1,1
Cc1ccc(O)c(C2=Nc3ccccc3N=C(c3ccco3)C2)c1,0
Cc1nc(O)cc(-c2ccccc2)n1,0
CC(=O)c1c(N2CCCC2)nc(=S)n(-c2ccccc2)c1C,0
CCCn1cnc2c1c(=O)n(CCCCC(C)=O)c(=O)n2C,0
O=C(CN1CCN(C2CCCCC2)CC1)NCCC1=CCCCC1,0
O=C(NCCCN1CCCC1=O)C1CCN(S(=O)(=O)N2CCOCC2)CC1,0
O=C(Nc1ccsc1C(=O)NC1CCCCC1)c1ccccc1,0
CCN1C(=O)c2cccc3c(NC(=O)C4CCCCC4)ccc1c23,0
CCCCc1nc(NCc2ccccc2)c(C#N)c2c1COC(C)(C)C2,0
CCCSc1nc(NCc2ccco2)c2c3c(sc2n1)COC(C)(C)C3,1
CN(C)C(=O)CN(c1ccc2c(c1)OCO2)S(C)(=O)=O,0
O=S(=O)(Nc1ccc2[nH]c(C(F)(F)F)nc2c1)c1ccccc1,1
CCCCN(c1ccccc1)c1[nH]cnc2ncnc1-2,0
COc1ccccc1C(=O)Oc1ccc(N2C(=O)CCC2=O)cc1,0
CCN(CC)CCCNC=C1C(=O)NC(=O)N(Cc2ccc(F)cc2)C1=O,0
Cc1cc(N2C(=O)C3CCCN3C2c2ccccc2)no1,0
CC(=O)OCC(=O)C1(OC(C)=O)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,0
CN(C)c1nc(OCCOC(=O)c2ccccc2)nc(N(C)C)n1,1
C=CCc1ccccc1OCC(O)CNC1(C)CCCC(C(C)(C)NC(=O)CBr)C1,0
CC(C)C(NC(=O)C12CC3CC(CC(C3)C1)C2)C(=O)O,0
CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C,0
Cc1cc(Nc2cccc(F)c2)nc(-c2ccccc2O)n1,0
OCCNCCOc1ccccc1-c1ccccc1,0
COc1ccc(CCn2c(-c3ccco3)nc3nc4ccccc4nc32)cc1,1
CCCCCCCC1=Cc2ccccc2C(CC(C)=O)N1C(=O)OC,1
COc1ccc(N2CCN(CCCNS(=O)(=O)c3ccc4c(c3)oc(=O)n4C)CC2)cc1,0
COc1cc(OC)cc(-c2nnc(SCC(=O)NCc3cccs3)o2)c1,1
CC(=O)NC(c1ccccc1)C1(C)CC1C(C)C(=O)Nc1ccc2ccccc2c1,1
CCOc1ccc(C(=O)O)cc1OC,0
COc1cc(C=C(C(C)=O)C(C)=O)ccc1O,0
CC1CCN(C(NC(=O)c2ccco2)C(=O)c2ccccc2)CC1,1
Clc1ccc(CSc2nnc(C3CCCN3)o2)cc1Cl,1
COc1ccc(C(=O)N2CCC3(CCN(Cc4ccncc4)CC3)CC2)cc1,0
Cc1cc(F)ccc1S(=O)(=O)Nc1ccccc1C(=O)Nc1nc[nH]n1,1
O=C(CCCN1C(=O)c2ccccc2C1=O)NCC1CCCO1,0
Cc1cc2c(s1)c1cnn(CC(=O)NCCc3ccccc3)c(=O)c1n2C,0
COc1ccc(CNC(=O)COC(=O)c2cnc(O)nc2O)cc1OC,0
CCN(CC(=O)Nc1ccc2c(c1)OCCO2)c1ccc(S(=O)(=O)N2CCOCC2)cn1,0
CCCOC(=O)NC1CCS(=O)(=O)C1,0
CC(=O)c1cc(-c2ccc(F)cc2)n(CC(=O)NCc2cccs2)c1C,1
O=C(Nc1ccc(N2CCOCC2)nc1)c1ccc(Cl)cc1,0
CCNc1nc(N)nc(Oc2ccc(C(=O)OC)cc2)n1,0
Cc1ccc(N2CS(=O)(=O)C(=CN(C)C)C2=O)cc1,0
Cc1occc1C(=O)Nc1nnc(-c2ccncc2)s1,1
COC(=O)C1(S(=O)(=O)c2ccc(C)cc2)CCOCC1,1
COc1ccccc1C(=O)OCCN1CCOCC1,0
C#CCCCON=C1C2CCn3c(=O)n(C)c(=O)n3C2C(O)C2OC12,0
Cc1cc2ccccn2c1C(=O)c1ccc(Cl)cc1,1
COC(=O)Cn1c(=N)n(CCN2CCCCC2)c2ccccc21,0
CCCC=C(CCC)C(NC(=O)Oc1ccc(F)cc1)c1ccc(C(=O)OC)cc1,0
CCOc1ccc(C(=O)C2CCN(C(=O)c3ccccc3C(=O)O)CC2)cc1,0
CCCCC(=O)NC1=NC(=O)C(C)(C)S1,0
COc1ccc(OC)c(C(=O)c2oc3ccccc3c2NC(C)=O)c1,1
O=C(Cc1ccccc1)NCCn1ccc2ccccc21,1
CCOc1ccccc1NC=C(C#N)c1nc2ccccc2n1C,0
Cc1cn2c(-c3cccnc3)nnc2s1,0
COC(=O)N1CCC2(CCCN(c3ncccn3)C2)CC1,0
O=C(Cn1c(=O)oc2cc(S(=O)(=O)N3CCCCCC3)ccc21)NC1CCCCC1,0
CN1CCN(CC(=O)N2CCn3c4c(c5cc(C6CCCCC6)ccc53)CCCC42)CC1,0
COc1cc(NC2=CC(=O)CC(C)(C)C2)cc(OC)c1,0
COC(=O)N1CCC2(CCN(Cc3nccs3)CC2)CC1,0
COc1cccc(NC(=O)CSc2nc3nnc(C)c-3c(N)n2-c2cccc(OC)c2)c1,1
COc1ccc(CC(=O)NCc2ccc3c(c2)OCO3)cc1,1
Clc1cccc(CSc2nnc(-c3sccc3-n3cccc3)o2)c1,1
CCOC(=O)Nc1cc2c(C)cc(=O)oc2cc1C,0
O=C1COc2ccccc2N1Cc1ccccc1Cl,1
CC(=O)Nc1ccc(NC(C)=O)s1,0
Cc1ccc(C(=O)CSc2nnc(CNc3ccc(C)cc3C)n2Cc2ccco2)cc1,1
Cn1cnnc1SCNC(=O)C(F)(F)F,0
CC(=NNS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1)c1ccc(C)o1,1
COc1ccc(N2CCN(CCNC(=O)C3CC(=O)N(C4CCCC4)C3)CC2)cc1,0
Cc1c(C(=O)Nc2nnc(C(F)(F)F)s2)oc2ccccc12,0
O=C(NC1CC1)C1=NOC(CNc2ncc(C(F)(F)F)cc2Cl)C1,1
Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,0
COCC(=O)N1CCC2(CC1)CN(c1cccc(-c3ccccc3)c1)C2,0
COCCNc1ccnc(-c2ccccc2CN(C)C)n1,0
CCc1cc2cccc(C)c2nc1SCC(=O)NNC(=O)c1ccco1,0
CCn1ncc(C2=NOC(C(=O)NCCc3ccccc3)C2)c1C,0
Cc1cc(C=C(C#N)C(=O)NCc2cccs2)c(C)n1-c1ccccc1F,0
Cc1ccc2nc(NN=Cc3ccccc3C#N)nc(-c3ccccc3)c2c1,1
COc1ccc(OC)c(S(=O)(=O)N2CCC(C(=O)NCC3CCCO3)CC2)c1,0
COC(=O)c1ccc(NC(=O)C23CCC(C)(C(=O)O2)C3(C)C)cc1,0
O=C(NCCc1csc(-c2cccnc2)n1)c1ccccc1,1
CC(=O)c1ccc(OC(C)C)c(CC(C(N)=O)C(N)=O)c1,0
O=C(CCCC(=O)NCC1CCCO1)NCC1CCCO1,0
CCOC(=O)C(=O)Nc1ccc(F)cc1,0
Cn1c(=O)c2c(nc(N3CCOCC3)n2Cc2c(F)cccc2Cl)n(C)c1=O,0
C=C(C)C(O)C=Cc1ccc(C)cc1,1
CCCC1C2CN(C(C)=O)CC=C2C(C#N)=C(N)C1(C#N)C#N,0
COc1ccc2cc(CN(Cc3ccco3)Cc3nnnn3C3CCCCC3)c(O)nc2c1,1
CC(O)Cn1ccccc1=N,0
Cc1nn2c(-c3cccc(NC(=O)CSc4nc5ccccc5o4)c3)nnc2c2ccccc12,1
CCOC(=O)c1c(CN(C)C)oc2cc(CN(C)C)c(O)c(CSc3ccccc3)c12,1
O=C(COc1ccc(S(=O)(=O)N2CCCCC2)cc1)N1CCCCCC1,0
CCOc1ccccc1N1CCN(CC(O)=C(C#N)c2nc(-c3ccc(Cl)cc3)cs2)CC1,0
CCCCC(CC)CNS(=O)(=O)c1ccc2c(c1)CCN2C(=O)CCC(=O)O,0
COc1cccc(OCCCN2CCN(S(=O)(=O)c3ccc(NC(C)=O)cc3)CC2)c1,1
COc1ccc(-c2cc(C(F)(F)F)nc(SCC(=O)Nc3cc(C)on3)n2)cc1,0
O=C(O)CCN1C(=S)CSC1=S,0
CC(=O)Oc1ccc2c(C)cc(=O)oc2c1,0
CN(CC(CC(=O)O)c1ccccc1)S(=O)(=O)c1ccc(Br)cc1,0
O=C1c2ccccc2C(=O)N1CC1c2ccccc2CCN1S(=O)(=O)c1ccccc1,1
O=C(O)C1Cc2c([nH]c3ccccc23)C(c2ccccc2)N1,0
CC(=O)Nc1nc2ccc(Br)cc2s1,1
CCCCC1CC1C(NC(=O)c1ccccc1)c1ccc(C(F)(F)F)cc1,1
COc1ccc(C(=O)N2CCC3(CC2)CN(C(=O)Nc2ccccc2)C3)cc1,0
CN(C)C(=O)c1ccc(-c2nc(NCc3cccnc3)c3ccccc3n2)cc1,0
CC1(C)CC(=O)C(=CN2CCN(C(=O)c3ccco3)CC2)C(=O)C1,0
O=C(O)c1cc2c(s1)CCCC2,0
Clc1ccc(CSC2=NCCN2)cc1Cl,0
COc1ccccc1C1C(C(=O)c2ccccc2)=C(O)C(=O)N1CC(C)C,0
Cc1cc(O)n2nc(N3C(=O)CCC3=O)nc2n1,0
CC(C)NC(=O)c1cc2cc([N+](=O)[O-])ccc2s1,0
CCOC(=O)CN(C(=O)CSc1n[nH]c2c3ccccc3nc-2n1)c1ccccc1,1
O=C1C2CC=CCC2C(=O)N1CC1CCCO1,0
COc1cccc(-c2nc(N3CCNCC3)c3ccccc3n2)c1,0
CCOC(=O)c1cnn2c1nc(O)c1ccccc12,0
COc1ccc(N(C(=O)C(C)C)S(=O)(=O)c2cccs2)cc1,1
CNC(=S)N1CCN(c2cccc(OC)c2)CC1,1
Cc1cc2ncn(-c3ncnc4sc5c(c34)CCC(C)C5)c2cc1C,1
COc1ccc(NC(=O)Nc2ccc(N(C)C)cc2)cc1,1
O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1ccc(CN2CCc3ccccc3C2)cc1,1
CCOc1cc(C(=O)NCc2ccncc2)cc(OCC)c1OCC,1
COC(O)=C1C(C)=Nc2c(c(=O)n(C)c(=O)n2C)C1c1cccs1,1
COc1cccc(-c2csc(N3CCN(C(=O)C4CCCCC4)CC3)n2)c1,1
CC(CO)(CO)Nc1ncnc2ccccc12,0
CCOC(=O)C1CCCN(C(=O)c2ccc3c(c2)NC(=O)C(N2CCOCC2)S3)C1,0
CC(C)c1nnc(NC(=O)CCC(=O)NCc2cccs2)s1,0
O=C(O)C1C2CCC(O2)C1C(=O)NCc1cccnc1,0
Cc1cc(=O)oc2cc(OCC(=O)Nc3nnc(CC(C)C)s3)ccc12,1
CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,0
CC(C)(C)NCC(O)COc1c(F)cc(Br)cc1F,0
CC(C)CON=C1CC(O)C(O)C2C1CCC1C(=O)N(CC3CCCO3)C(=O)C12,0
CCS(=O)(=O)c1ccc2c(c1)N(S(=O)(=O)c1ccccc1)CC(C(=O)O)O2,0
c1ccc2cc(NCNc3ccc4ccccc4c3)ccc2c1,1
COc1ccc(S(=O)(=O)Cc2ccc(C(=O)NCCc3ccc(S(N)(=O)=O)cc3)o2)cc1,0
CCOC(=O)c1[nH]nc(C(=O)c2ccc(Br)cc2)c1O,0
CCOC(=O)C1=C(CSc2nccn2C)NC(=O)NC1c1ccc2c(c1)OCO2,1
COc1ccc(Oc2ncc3nc(-c4ccc(F)cc4)c(=O)n(C)c3n2)cc1,0
N#Cc1cn(CCOc2ccccc2F)c2ccccc12,1
Cc1onc(-c2ccccc2)c1C(=O)Nc1ccccc1N1CCOCC1,1
CC(=C1SC(N2CCCC2)=NC1=O)c1ccc(Br)cc1,1
O=C(NN=Cc1cc(Br)ccc1O)C(=O)Nc1ccccc1OC(F)(F)C(F)F,0
CCn1nnc(NC(=O)c2ccccc2Br)n1,0
CC1Cc2ccccc2N1S(=O)(=O)c1cccc2nsnc12,1
O=C(NO)c1ccc(C(=O)N(C2CCCCC2)C2CCCCC2)cc1,0
CN(C)c1ccc(-c2cncnc2NCc2cccnc2)cc1,1
COC(=O)Cc1c(C)c2ccc(OC(=O)c3ccccc3)cc2oc1=O,0
CCNC(=S)N(Cc1ccc2c(c1)OCO2)C1CC(=O)N(c2ccc(F)cc2)C1=O,1
CC(C)Cc1nnc(NS(C)(=O)=O)s1,0
CN1CCN(C(=O)c2cnn(-c3ccccc3)c2NC(=O)c2cccs2)CC1,0
CC(=O)c1c(C)[nH]c(C(=O)N2CCN(c3ncccn3)CC2)c1C,1
CCC(=O)Nc1nc2ccccc2n1Cc1ccc(C)cc1,1
CCC(=O)C1(O)C(=O)N2C(=C3C(=O)OCCC31)N(Cc1ccccc1)C(C)=C(C(=O)OC)C2c1ccccc1,0
CCCCOc1ccc2ccccc2c1C=O,0
CCCn1c(O)nnc1SCC(=O)c1ccc(CC)cc1,0
COc1ccc(OC)c(NC(=O)C2CC(=O)N(c3ccc(Br)cc3)C2)c1,1
Nc1nc(Cl)nc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,0
Cc1noc(C)c1S(=O)(=O)Nc1ccc(C(=O)O)cc1,0
CCCCn1c(N)c(C(=O)NCCN2CCOCC2)c2nc3ccccc3nc21,0
COCCn1nnnc1C(C(C)C)N1CCOCC1,0
COc1cc(C)c(N)cc1C(C)C,1
Cc1ccc(C)c(N(CC(=O)NCCSCc2ccco2)S(C)(=O)=O)c1,1
Nc1nonc1-c1nc2ccccc2n1CC(=O)NN=Cc1ccc(-c2ccc(Cl)cc2)o1,0
COc1ccc(C(C#N)N2N=C(C)CC2(C)C)cc1OC,0
CCOc1ccc(N2CC(C(=O)NCc3ccc(F)cc3)CC2=O)cc1,0
CCC(c1c(C)noc1O)c1c(C)noc1O,0
CCC(C)NC(=O)CSc1nc2ccsc2c(=O)n1NC(=O)c1ccccc1,0
Cc1cccc(NC(=O)N(Cc2nc3ccccc3c(=O)[nH]2)C2CCCC2)c1,1
CC1CC(C)CN(C(=O)CNS(=O)(=O)c2ccc(Br)s2)C1,1
CCOC(=O)C1CCN(S(=O)(=O)c2ccc(Cl)cc2OC)CC1,1
CCN(c1nc(C)cc(OC)n1)S(=O)(=O)c1ccccc1,1
Cc1cc(OCC(=O)NCCN2CCOCC2)cc(C)c1Br,1
O=C(C=Cc1ccccc1)NC(=S)NNC(=O)c1cccnc1,0
Cc1ccc(NS(=O)(=O)c2cccc(C(=O)O)c2)c(C)c1,0
CCOC(=O)C1C(=O)CC(C)(O)C(C(=O)OCC)C1c1ccccc1OC,0
OCCn1c(-c2ccc3c(c2)OCO3)csc1=Nc1ccccc1,1
COc1ccc(S(=O)(=O)N(CC(=O)NCc2ccco2)c2ccccc2)cc1OC,1
CCOC(=O)c1c(C)[nH]c2c1cc(O)c1ccccc12,1
Cc1c(CC(=O)O)c(=O)oc2cc(OCc3nn[nH]n3)ccc12,0
c1cc(CNCCCN2CCOCC2)ccn1,1
COc1ccc(-n2ncc3c(NC(C)C)ncnc32)cc1,0
Cc1ccc(-c2nnc3sc(C4COc5ccccc5O4)nn23)cc1,0
COc1ccccc1NC(=O)COC(=O)c1ccc(S(=O)(=O)NCc2ccco2)cc1,1
CN(c1cccc(NC(=O)c2ccc(Cl)c(S(=O)(=O)Nc3ccccc3)c2)c1)S(C)(=O)=O,1
COc1ccc(C(=O)OC2CCN(c3ncc(C(F)(F)F)cc3Cl)CC2)cc1,1
NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1,0
